no,SrNo,PDF_name,Type,Compostion,Class,composition_final,Element,Fraction,Frac,Temperature_in_plot,Pressure_plot,Pressure unit,unit,Temperature(oC)_graph,Temperature,Temperature_1,Ln(P)_Mpa,Ln(P)_bar,Pressure(MPa),AN,Period,AR,CR,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix
68,108,87,PCI,Mg 85 Ni 15 -0.2 wt. % Ti,Mg+TM+Ln+,Mg0.92Ni0.07Ti0.01,Mg    Ni   Ti,0.92 0.07 0.001,0.92 0.07 0.01,1.6694,0.5729,Ln(P) (bar),1000/T,326.02,599,599,-1.7296,0.573,0.18,13.22,3.08,1.5741,129.43,218.55,1.3543,2.2696,0.082,988.41,1515.55,2.58,7.6411,153.79,55.1,9.395,13.4291,26.9522,974.75,-0.4211,3.3572,1.7477,-2.3992,-0.2797,-3.2334,0.0092,-1.9463,56.8362,42.2967,0.2468,0.1543,-0.8457,5.74,2.5684
69,109,87,PCI,Mg 85 Ni 15 -0.2 wt. % Ti,Mg+TM+Ln+,Mg0.92Ni0.07Ti0.01,Mg    Ni   Ti,0.92 0.07 0.001,0.92 0.07 0.01,1.7467,-0.2514,Ln(P) (bar),1000/T,299.51,573,573,-2.554,-0.2514,0.08,13.22,3.08,1.5741,129.43,218.55,1.3543,2.2696,0.082,988.41,1515.55,2.58,7.6411,153.79,55.1,9.395,13.4291,26.9522,974.75,-0.4211,3.3572,1.7477,-2.3992,-0.2797,-3.2334,0.0092,-1.9463,56.8362,42.2967,0.2468,0.1543,-0.8457,5.74,2.5684
70,110,87,PCI,Mg 85 Ni 15 -0.2 wt. % Ti,Mg+TM+Ln+,Mg0.92Ni0.07Ti0.01,Mg    Ni   Ti,0.92 0.07 0.001,0.92 0.07 0.01,1.9241,-1.6233,Ln(P) (bar),1000/T,246.72,520,520,-3.9259,-1.6233,0.02,13.22,3.08,1.5741,129.43,218.55,1.3543,2.2696,0.082,988.41,1515.55,2.58,7.6411,153.79,55.1,9.395,13.4291,26.9522,974.75,-0.4211,3.3572,1.7477,-2.3992,-0.2797,-3.2334,0.0092,-1.9463,56.8362,42.2967,0.2468,0.1543,-0.8457,5.74,2.5684
71,111,87,PCI,Mg 68 Ti 9 Ni 23,Mg+TM+Ln+,Mg0.68Ni0.23Ti0.09,Mg    Ti   Ni   ,0.68 0.09 0.23,0.68 0.09 0.23,1.5312,2.0382,Ln(P) (bar),1000/T,380.08,653,653,-0.2643,2.0383,0.77,16.58,3.32,1.5069,128.47,214.95,1.4687,3.6384,0.274,1198.09,1949.95,4.02,7.5739,131.71,81.9,11.555,11.9779,34.3378,842.75,-1.7139,3.0108,1.6933,-3.0488,-0.2653,-3.7326,0.0068,-3.1207,50.7818,35.9943,0.2572,0.2498,-0.7313,9.7,6.7929
72,112,87,PCI,Mg 68 Ti 9 Ni 23,Mg+TM+Ln+,Mg0.68Ni0.23Ti0.09,Mg    Ti   Ni   ,0.68 0.09 0.23,0.68 0.09 0.23,1.6309,1.0161,Ln(P) (bar),1000/T,340.16,613,613,-1.2865,1.0161,0.28,16.58,3.32,1.5069,128.47,214.95,1.4687,3.6384,0.274,1198.09,1949.95,4.02,7.5739,131.71,81.9,11.555,11.9779,34.3378,842.75,-1.7139,3.0108,1.6933,-3.0488,-0.2653,-3.7326,0.0068,-3.1207,50.7818,35.9943,0.2572,0.2498,-0.7313,9.7,6.7929
73,113,87,PCI,Mg 68 Ti 9 Ni 23,Mg+TM+Ln+,Mg0.68Ni0.23Ti0.09,Mg    Ti   Ni   ,0.68 0.09 0.23,0.68 0.09 0.23,1.7452,0.2076,Ln(P) (bar),1000/T,299.99,573,573,-2.095,0.2076,0.12,16.58,3.32,1.5069,128.47,214.95,1.4687,3.6384,0.274,1198.09,1949.95,4.02,7.5739,131.71,81.9,11.555,11.9779,34.3378,842.75,-1.7139,3.0108,1.6933,-3.0488,-0.2653,-3.7326,0.0068,-3.1207,50.7818,35.9943,0.2572,0.2498,-0.7313,9.7,6.7929
194,359,203,PCT,Mg 1.8 Ag 0.2 Ni,Mg+TM+Ln+,Ag0.07Mg0.6Ni0.33,Mg    Ag    Ni,0.6 0.07 0.33,0.6 0.07 0.33,1.7392,-0.3939,Ln(Peq)(atm),1000/T,301.97,575,575,-0.3939,1.9087,0.67,19.73,3.47,1.474,128.64,212.7,1.5514,4.7186,0.4738,1209.23,1990.17,5.27,7.6418,156.13,93.4,11.687,11.2823,41.5046,775.3,-1.5825,2.9476,1.6572,-3.1426,-0.2052,-3.6176,0.006,-3.0595,43.3466,31.552,0.2469,0.2956,-0.6486,10.95,7.138
195,360,203,PCT,Mg 1.8 Ag 0.2 Ni,Mg+TM+Ln+,Ag0.07Mg0.6Ni0.33,Mg    Ag    Ni,0.6 0.07 0.33,0.6 0.07 0.33,1.9067,-1.368,Ln(Peq)(atm),1000/T,251.47,524,524,-1.368,0.9346,0.25,19.73,3.47,1.474,128.64,212.7,1.5514,4.7186,0.4738,1209.23,1990.17,5.27,7.6418,156.13,93.4,11.687,11.2823,41.5046,775.3,-1.5825,2.9476,1.6572,-3.1426,-0.2052,-3.6176,0.006,-3.0595,43.3466,31.552,0.2469,0.2956,-0.6486,10.95,7.138
196,361,203,PCT,Mg 1.8 Ag 0.2 Ni,Mg+TM+Ln+,Ag0.07Mg0.6Ni0.33,Mg    Ag    Ni,0.6 0.07 0.33,0.6 0.07 0.33,2.1109,-2.7544,Ln(Peq)(atm),1000/T,200.72,474,474,-2.7544,-0.4518,0.06,19.73,3.47,1.474,128.64,212.7,1.5514,4.7186,0.4738,1209.23,1990.17,5.27,7.6418,156.13,93.4,11.687,11.2823,41.5046,775.3,-1.5825,2.9476,1.6572,-3.1426,-0.2052,-3.6176,0.006,-3.0595,43.3466,31.552,0.2469,0.2956,-0.6486,10.95,7.138
181,342,157,PCT,Nd1.5Mg1.5Co9,Mg+TM+Ln+,Co0.75Mg0.12Nd0.12,Nd  Mg  Co ,0.12 0.12 0.75,0.12 0.12 0.75,3.0957,31.8625,P (bar),1000/T,323.02,323,323,1.1588,3.4614,3.19,29.1818,4.1212,1.3397,111.2121,207.8788,1.7212,7.803,0.5606,1608,2954.0303,7.4242,7.5673,97.2121,145.697,14.1879,9.2042,65.0742,465.6061,-6.3664,2.2339,1.6006,-5.4879,-0.1476,-5.7718,0.0012,-6.1573,45.9227,38.7455,0.1297,0.2823,-0.474,11.79,6.0249
182,343,157,PCT,Nd1.5Mg1.5Co9,Mg+TM+Ln+,Co0.75Mg0.12Nd0.12,Nd  Mg  Co ,0.12 0.12 0.75,0.12 0.12 0.75,3.4106,11.305,P (bar),1000/T,293.2,293,293,0.1227,2.4252,1.13,29.1818,4.1212,1.3397,111.2121,207.8788,1.7212,7.803,0.5606,1608,2954.0303,7.4242,7.5673,97.2121,145.697,14.1879,9.2042,65.0742,465.6061,-6.3664,2.2339,1.6006,-5.4879,-0.1476,-5.7718,0.0012,-6.1573,45.9227,38.7455,0.1297,0.2823,-0.474,11.79,6.0249
183,344,157,PCT,Nd1.5Mg1.5Co9,Mg+TM+Ln+,Co0.75Mg0.12Nd0.12,Nd  Mg  Co ,0.12 0.12 0.75,0.12 0.12 0.75,3.6596,4.7975,P (bar),1000/T,273.26,273,273,-0.7345,1.5681,0.48,29.1818,4.1212,1.3397,111.2121,207.8788,1.7212,7.803,0.5606,1608,2954.0303,7.4242,7.5673,97.2121,145.697,14.1879,9.2042,65.0742,465.6061,-6.3664,2.2339,1.6006,-5.4879,-0.1476,-5.7718,0.0012,-6.1573,45.9227,38.7455,0.1297,0.2823,-0.474,11.79,6.0249
184,345,157,PCT,Nd2MgCo9,Mg+TM+Ln+,Co0.75Mg0.08Nd0.17,Nd Mg Co ,0.17 0.08 0.75,0.17 0.08 0.75,2.834,4.1585,P (bar),1000/T,352.85,353,353,-0.8774,1.4252,0.42,31.41,4.26,1.3443,104.9,209.25,1.7086,8.0059,0.58,1619.74,3036.64,7.42,7.4621,90.69,144.04,14.053,9.582,70.6631,429.65,-6.8212,2.2083,1.6168,-5.7434,-0.1715,-5.82,0.0008,-6.2706,45.1312,43.6585,-0.0031,0.2995,-0.4914,12.17,5.9786
185,346,157,PCT,Nd2MgCo9,Mg+TM+Ln+,Co0.75Mg0.08Nd0.17,Nd Mg Co ,0.17 0.08 0.75,0.17 0.08 0.75,3.0936,1.2946,P (bar),1000/T,323.25,323,323,-2.0444,0.2582,0.13,31.41,4.26,1.3443,104.9,209.25,1.7086,8.0059,0.58,1619.74,3036.64,7.42,7.4621,90.69,144.04,14.053,9.582,70.6631,429.65,-6.8212,2.2083,1.6168,-5.7434,-0.1715,-5.82,0.0008,-6.2706,45.1312,43.6585,-0.0031,0.2995,-0.4914,12.17,5.9786
186,347,157,PCT,Nd2MgCo9,Mg+TM+Ln+,Co0.75Mg0.08Nd0.17,Nd Mg Co ,0.17 0.08 0.75,0.17 0.08 0.75,3.4128,0.3545,P (bar),1000/T,293.02,293,293,-3.3395,-1.0369,0.04,31.41,4.26,1.3443,104.9,209.25,1.7086,8.0059,0.58,1619.74,3036.64,7.42,7.4621,90.69,144.04,14.053,9.582,70.6631,429.65,-6.8212,2.2083,1.6168,-5.7434,-0.1715,-5.82,0.0008,-6.2706,45.1312,43.6585,-0.0031,0.2995,-0.4914,12.17,5.9786
232,408,79,PCT,Mg-50% ZrCrFe,Mg+TM+Ln+,Cr0.112Fe0.1043Mg0.7193Zr0.0639,Mg Zr Cr Fe,0.7193 0.0639 0.112 0.1043,0.7193 0.0639 0.112 0.1043,1.7436,0.9535,Ln(P) (bar),1000/T,300.53,574,574,-1.349,0.9536,0.26,16.5957,3.3443,1.5232,130.2928,217.3932,1.4048,3.2953,0.1193,1226.9217,1937.9217,3.2022,7.5123,135.4974,74.0951,11.3408,12.5066,34.9818,848.8813,-2.8043,3.1539,2.1468,-3.3829,-0.1797,-4.0034,0.0072,-3.6561,56.9056,40.6272,0.2231,0.1817,-0.7948,9.59,7.4308
233,409,79,PCT,Mg-50% ZrCrFe,Mg+TM+Ln+,Cr0.112Fe0.1043Mg0.7193Zr0.0639,Mg Zr Cr Fe,0.7193 0.0639 0.112 0.1043,0.7193 0.0639 0.112 0.1043,1.8243,0.1732,Ln(P) (bar),1000/T,275.16,548,548,-2.1294,0.1732,0.12,16.5957,3.3443,1.5232,130.2928,217.3932,1.4048,3.2953,0.1193,1226.9217,1937.9217,3.2022,7.5123,135.4974,74.0951,11.3408,12.5066,34.9818,848.8813,-2.8043,3.1539,2.1468,-3.3829,-0.1797,-4.0034,0.0072,-3.6561,56.9056,40.6272,0.2231,0.1817,-0.7948,9.59,7.4308
234,410,79,PCT,Mg-50% ZrCrFe,Mg+TM+Ln+,Cr0.112Fe0.1043Mg0.7193Zr0.0639,Mg Zr Cr Fe,0.7193 0.0639 0.112 0.1043,0.7193 0.0639 0.112 0.1043,1.9124,-0.4809,Ln(P) (bar),1000/T,249.9,523,523,-2.7835,-0.4809,0.06,16.5957,3.3443,1.5232,130.2928,217.3932,1.4048,3.2953,0.1193,1226.9217,1937.9217,3.2022,7.5123,135.4974,74.0951,11.3408,12.5066,34.9818,848.8813,-2.8043,3.1539,2.1468,-3.3829,-0.1797,-4.0034,0.0072,-3.6561,56.9056,40.6272,0.2231,0.1817,-0.7948,9.59,7.4308
283,0,257,PCT,Mg0.85Ni0.08Y0.08,Mg+TM+Ln+,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.53515318416523,-0.068571428571429,Ln(P) MPa,1000/T,378.400791995732,651,651,-2.37,0.09,0.93,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.1667,-0.8581,7.14,4.5086
284,0,257,PCT,Mg0.85Ni0.08Y0.08,Mg+TM+Ln+,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.58218244406196,-0.445714285714286,Ln(P) MPa,1000/T,359.038361791378,632,632,-2.75,0.06,0.64,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.1667,-0.8581,7.14,4.5086
285,0,257,PCT,Mg0.85Ni0.08Y0.08,Mg+TM+Ln+,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.63177280550775,-1.00571428571429,Ln(P) MPa,1000/T,339.830411577325,613,613,-3.31,0.04,0.37,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.1667,-0.8581,7.14,4.5086
286,0,257,PCT,Mg0.85Ni0.08Y0.08,Mg+TM+Ln+,Mg0.85Ni0.08Y0.08,Y Mg Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.68506024096386,-1.52,Ln(P) MPa,1000/T,320.450593450592,593,593,-3.82,0.02,0.22,15.4059405940594,3.23762376237624,1.58811881188119,131.821782178218,220,1.35039603960396,2.52415841584158,0.116435643564356,1054.83168316832,1685.42574257426,2.71287128712871,7.53594059405941,143.207920792079,55.3762376237624,9.58712871287129,13.8619801980198,32.15,917.267326732673,-0.829405940594059,3.29178217821782,1.75732673267327,-2.70564356435644,-0.318514851485148,-3.38782178217822,0.008415841584158,-2.30762376237624,54.2345544554455,43.8851485148515,0.15019801980198,0.1667,-0.8581,7.14,4.5086
63,103,80,PCI,Mg 90 Ce 5 Y 5,Mg+TM+Ln+,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,0.9 0.05 0.05,0.9 0.05 0.05,1.5277,1.5786,Ln(P/P0) (MPa),1000/T,381.58,655,655,-0.72,1.5786,0.48,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.0447,-0.904,4,3.2792
64,104,80,PCI,Mg 90 Ce 5 Y 5,Mg+TM+Ln+,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,0.9 0.05 0.05,0.9 0.05 0.05,1.5788,1.0836,Ln(P/P0) (MPa),1000/T,360.4,633,633,-1.22,1.0836,0.3,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.0447,-0.904,4,3.2792
65,105,80,PCI,Mg 90 Ce 5 Y 5,Mg+TM+Ln+,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,0.9 0.05 0.05,0.9 0.05 0.05,1.6327,0.6015,Ln(P/P0) (MPa),1000/T,339.5,612,612,-1.7,0.6015,0.18,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.0447,-0.904,4,3.2792
66,106,80,PCI,Mg 90 Ce 5 Y 5,Mg+TM+Ln+,Ce0.05Mg0.9Y0.05,Mg    Ce   Y  ,0.9 0.05 0.05,0.9 0.05 0.05,1.6905,0.091,Ln(P/P0) (MPa),1000/T,318.55,592,592,-2.21,0.091,0.11,15.65,3.25,1.6215,125.1,222.4,1.296,2.124,0.0405,973.1,1608.3,2.1,7.473,145.4,43.65,8.675,14.6235,33.3305,942.5,-0.616,3.3795,1.793,-2.5395,-0.333,-3.2855,0.009,-2.0505,57.815,44.973,0.1985,0.0447,-0.904,4,3.2792
197,362,223,PCT,SmMg 11 Ni,Mg+TM+Ln+,Mg0.85Ni0.08Sm0.08,Sm Mg    Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.532,0.2087,Ln(Peq)(MPa),1000/T,379.74,653,653,-2.0939,0.2087,0.12,17.2277,3.3168,1.5889,118.9901,220.1584,1.3464,2.7523,0.1315,1019.3465,1563.1287,2.7129,7.49,142.8911,55.1386,9.3574,13.9071,37.0173,909.1881,-1.7894,3.3132,1.7708,-3.1674,-0.309,-3.3237,0.0084,-2.1698,71.4187,46.6067,0.2706,0.1703,-0.8621,7.21,4.5086
198,363,223,PCT,SmMg 11 Ni,Mg+TM+Ln+,Mg0.85Ni0.08Sm0.08,Sm Mg    Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.5804,-0.2279,Ln(Peq)(MPa),1000/T,359.75,633,633,-2.5305,-0.2279,0.08,17.2277,3.3168,1.5889,118.9901,220.1584,1.3464,2.7523,0.1315,1019.3465,1563.1287,2.7129,7.49,142.8911,55.1386,9.3574,13.9071,37.0173,909.1881,-1.7894,3.3132,1.7708,-3.1674,-0.309,-3.3237,0.0084,-2.1698,71.4187,46.6067,0.2706,0.1703,-0.8621,7.21,4.5086
199,364,223,PCT,SmMg 11 Ni,Mg+TM+Ln+,Mg0.85Ni0.08Sm0.08,Sm Mg    Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.63,-0.7377,Ln(Peq)(MPa),1000/T,340.5,613,613,-3.0402,-0.7376,0.05,17.2277,3.3168,1.5889,118.9901,220.1584,1.3464,2.7523,0.1315,1019.3465,1563.1287,2.7129,7.49,142.8911,55.1386,9.3574,13.9071,37.0173,909.1881,-1.7894,3.3132,1.7708,-3.1674,-0.309,-3.3237,0.0084,-2.1698,71.4187,46.6067,0.2706,0.1703,-0.8621,7.21,4.5086
200,365,223,PCT,SmMg 11 Ni,Mg+TM+Ln+,Mg0.85Ni0.08Sm0.08,Sm Mg    Ni,0.08 0.85 0.08,0.08 0.85 0.08,1.6872,-1.2767,Ln(Peq)(MPa),1000/T,319.7,593,593,-3.5793,-1.2767,0.03,17.2277,3.3168,1.5889,118.9901,220.1584,1.3464,2.7523,0.1315,1019.3465,1563.1287,2.7129,7.49,142.8911,55.1386,9.3574,13.9071,37.0173,909.1881,-1.7894,3.3132,1.7708,-3.1674,-0.309,-3.3237,0.0084,-2.1698,71.4187,46.6067,0.2706,0.1703,-0.8621,7.21,4.5086
3,4,9,PCI,Mg 90 Ce 5 Sm 5,Mg+TM+Ln+,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,0.9 0.05 0.05,0.9 0.05 0.05,1.5394,1.8113,Ln(P) (MPa),1000/T,379.08,653,653,-0.4912,1.8113,0.61,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.05,-0.9065,4.12,3.2792
4,5,9,PCI,Mg 90 Ce 5 Sm 5,Mg+TM+Ln+,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,0.9 0.05 0.05,0.9 0.05 0.05,1.587,1.3402,Ln(P) (MPa),1000/T,359.1,633,633,-0.9624,1.3402,0.38,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.05,-0.9065,4.12,3.2792
5,6,9,PCI,Mg 90 Ce 5 Sm 5,Mg+TM+Ln+,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,0.9 0.05 0.05,0.9 0.05 0.05,1.6374,0.8459,Ln(P) (MPa),1000/T,338.66,613,613,-1.4566,0.8459,0.23,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.05,-0.9065,4.12,3.2792
6,7,9,PCI,Mg 90 Ce 5 Sm 5,Mg+TM+Ln+,Ce0.05Mg0.9Sm0.05,Mg    Ce   Sm  ,0.9 0.05 0.05,0.9 0.05 0.05,1.6921,0.3227,Ln(P) (MPa),1000/T,318.54,593,593,-1.9799,0.3227,0.14,16.8,3.3,1.622,117,222.5,1.2935,2.268,0.05,950.7,1531.1,2.1,7.444,145.2,43.5,8.53,14.652,36.403,937.4,-1.222,3.393,1.8015,-2.831,-0.327,-3.245,0.009,-1.9635,68.6625,46.691,0.2745,0.05,-0.9065,4.12,3.2792
74,114,88,PCI,La 5 Mg 85 Ni 10,Mg+TM+Ln+,La0.05Mg0.85Ni0.1,La   Mg    Ni   ,0.05 0.85 0.1,0.05 0.85 0.1,1.5796,1.5733,Ln(P/P0) (MPa),1000/T,360.06,633,633,-0.7293,1.5733,0.48,15.85,3.25,1.579,131.05,219.5,1.3595,2.6775,0.1395,1015.85,1660.35,2.85,7.5455,145.75,57.65,9.43,13.672,33.478,921.25,-0.6805,3.289,1.7545,-2.567,-0.2955,-3.33,0.0085,-2.1765,54.4795,46.6435,0.1125,0.1892,-0.8405,7.94,4.3085
75,115,88,PCI,La 5 Mg 85 Ni 10,Mg+TM+Ln+,La0.05Mg0.85Ni0.1,La   Mg    Ni   ,0.05 0.85 0.1,0.05 0.85 0.1,1.6306,1.1013,Ln(P/P0) (MPa),1000/T,340.28,613,613,-1.2013,1.1013,0.3,15.85,3.25,1.579,131.05,219.5,1.3595,2.6775,0.1395,1015.85,1660.35,2.85,7.5455,145.75,57.65,9.43,13.672,33.478,921.25,-0.6805,3.289,1.7545,-2.567,-0.2955,-3.33,0.0085,-2.1765,54.4795,46.6435,0.1125,0.1892,-0.8405,7.94,4.3085
76,116,88,PCI,La 5 Mg 85 Ni 10,Mg+TM+Ln+,La0.05Mg0.85Ni0.1,La   Mg    Ni   ,0.05 0.85 0.1,0.05 0.85 0.1,1.6858,0.5707,Ln(P/P0) (MPa),1000/T,320.18,593,593,-1.7319,0.5707,0.18,15.85,3.25,1.579,131.05,219.5,1.3595,2.6775,0.1395,1015.85,1660.35,2.85,7.5455,145.75,57.65,9.43,13.672,33.478,921.25,-0.6805,3.289,1.7545,-2.567,-0.2955,-3.33,0.0085,-2.1765,54.4795,46.6435,0.1125,0.1892,-0.8405,7.94,4.3085
77,117,88,PCI,La 5 Mg 85 Ni 10,Mg+TM+Ln+,La0.05Mg0.85Ni0.1,La   Mg    Ni   ,0.05 0.85 0.1,0.05 0.85 0.1,1.7443,0.0267,Ln(P/P0) (MPa),1000/T,300.29,573,573,-2.2759,0.0267,0.1,15.85,3.25,1.579,131.05,219.5,1.3595,2.6775,0.1395,1015.85,1660.35,2.85,7.5455,145.75,57.65,9.43,13.672,33.478,921.25,-0.6805,3.289,1.7545,-2.567,-0.2955,-3.33,0.0085,-2.1765,54.4795,46.6435,0.1125,0.1892,-0.8405,7.94,4.3085
319,0,46,PCT,Mg 90 Ce 5 La 5,Mg+TM+Ln+,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,1.5507,1.6798,Ln(P) MPa,1000/T,371.85,653,653,-0.6228,1.6798,0.54,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.06,-0.91,4.69,3.2792
320,0,46,PCT,Mg 90 Ce 5 La 5,Mg+TM+Ln+,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,1.646,1.1977,Ln(P) MPa,1000/T,334.53,633,633,-1.1048,1.1977,0.33,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.06,-0.91,4.69,3.2792
321,0,46,PCT,Mg 90 Ce 5 La 5,Mg+TM+Ln+,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,1.7489,0.7266,Ln(P) MPa,1000/T,298.78,613,613,-1.576,0.7266,0.21,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.06,-0.91,4.69,3.2792
322,0,46,PCT,Mg 90 Ce 5 La 5,Mg+TM+Ln+,Ce0.05La0.05Mg0.9,Ce La Mg,0.05 0.05 0.9,0.05 0.05 0.9,1.8583,0.2001,Ln(P) MPa,1000/T,265.12,593,593,-2.1025,0.2001,0.12,16.55,3.3,1.6255,125.45,222.9,1.29,2.208,0.0485,942.9,1614.6,2.1,7.441,145.2,43,8.42,14.7595,35.8305,937.35,-0.545,3.3805,1.801,-2.463,-0.329,-3.2565,0.009,-1.9745,58.322,49.1095,0.1285,0.06,-0.91,4.69,3.2792
323,0,46,PCT,Mg 90 Ce 10,Mg+TM+Ln+,Ce0.1Mg0.9,Ce Mg,0.1 0.9,0.1 0.9,1.5544,0.5822,Ln(P) MPa,1000/T,653,653,653,-0.5409,1.7616,0.58,16.6,3.3,1.623,117,222.8,1.291,2.235,0.05,936.9,1613.5,2.1,7.439,145.1,42.7,8.38,14.677,35.891,937.2,-0.617,3.375,1.801,-2.494,-0.323,-3.267,0.009,-2.024,58.147,42.87,0.264,0.0566,-0.909,4.24,2.7029
324,0,46,PCT,Mg 90 Ce 10,Mg+TM+Ln+,Ce0.1Mg0.9,Ce Mg,0.1 0.9,0.1 0.9,1.6528,0.3608,Ln(P) MPa,1000/T,633,633,633,-1.0194,1.2832,0.36,16.6,3.3,1.623,117,222.8,1.291,2.235,0.05,936.9,1613.5,2.1,7.439,145.1,42.7,8.38,14.677,35.891,937.2,-0.617,3.375,1.801,-2.494,-0.323,-3.267,0.009,-2.024,58.147,42.87,0.264,0.0566,-0.909,4.24,2.7029
